2024-10-05 12:12:27 | Felipe Barbosa | AlphaTauri | 110.103
2024-10-05 10:14:57 | Leonardo Almeida | Red Bull Racing | 212.76
2024-10-05 15:58:56 | Leonardo Almeida | AlphaTauri | 212.76
2024-10-05 13:21:22 | Marcos Costa | McLaren | 212.762
2024-10-05 15:09:28 | José Ferreira | Haas | 212.764
2024-10-05 10:21:45 | Carlos Andrade | AlphaTauri | 212.765
2024-10-05 15:13:20 | Gabriel Souza | Alpine | 212.765
2024-10-05 15:47:04 | Vinícius Pereira | Alpine | 212.766
2024-10-05 12:49:27 | Leonardo Almeida | Mercedes | 212.768
2024-10-05 11:51:49 | Vinícius Pereira | Aston Martin | 212.772
2024-10-05 13:42:15 | Felipe Barbosa | Mercedes | 212.777
2024-10-05 15:45:48 | Thiago Mendes | Alfa Romeo | 212.777
2024-10-05 13:01:26 | Fernando Silva | AlphaTauri | 212.778
2024-10-05 11:16:01 | Pedro Oliveira | Ferrari | 212.779
2024-10-05 14:42:22 | Felipe Barbosa | AlphaTauri | 212.78
2024-10-05 16:54:32 | Pedro Oliveira | Red Bull Racing | 212.78
2024-10-05 10:54:00 | Rafael Rocha | Alfa Romeo | 212.784
2024-10-05 13:23:19 | Rafael Rocha | Haas | 212.785
2024-10-05 14:02:19 | Rafael Rocha | Red Bull Racing | 212.789
2024-10-05 12:56:35 | Carlos Andrade | Alpine | 212.79
2024-10-05 17:37:00 | Lucas Silva | Mercedes | 212.791
2024-10-05 15:46:08 | José Ferreira | Alpine | 212.792
2024-10-05 10:38:00 | Vinícius Pereira | Alfa Romeo | 212.795
2024-10-05 18:45:51 | Thiago Mendes | Williams | 212.797
2024-10-05 10:39:46 | José Ferreira | McLaren | 212.798
2024-10-05 17:01:00 | Leonardo Almeida | AlphaTauri | 212.801
2024-10-05 14:06:55 | José Ferreira | Red Bull Racing | 212.805
2024-10-05 15:28:26 | Pedro Oliveira | Red Bull Racing | 212.807
2024-10-05 11:37:22 | Rafael Rocha | Haas | 212.807
2024-10-05 17:06:14 | Fernando Silva | Red Bull Racing | 212.808
2024-10-05 13:59:20 | Lucas Silva | Haas | 212.808
2024-10-05 12:03:25 | Carlos Andrade | Haas | 212.811
2024-10-05 13:53:51 | Leonardo Almeida | Aston Martin | 212.811
2024-10-05 14:53:23 | Carlos Andrade | Williams | 212.812
2024-10-05 14:38:25 | Felipe Barbosa | Haas | 212.814
2024-10-05 10:13:37 | Gabriel Souza | Alpine | 212.814
2024-10-05 18:01:24 | Marcos Costa | Aston Martin | 212.816
2024-10-05 16:49:42 | Rafael Rocha | Red Bull Racing | 212.816
2024-10-05 13:34:28 | Leonardo Almeida | Williams | 212.817
2024-10-05 13:49:43 | Lucas Silva | Mercedes | 212.817
2024-10-05 13:50:57 | Carlos Andrade | Red Bull Racing | 212.821
2024-10-05 11:10:52 | Pedro Oliveira | Williams | 212.827
2024-10-05 11:17:18 | Rafael Rocha | McLaren | 212.827
2024-10-05 18:21:18 | Fernando Silva | Aston Martin | 212.829
2024-10-05 17:41:28 | Pedro Oliveira | McLaren | 212.83
2024-10-05 18:20:46 | Carlos Andrade | AlphaTauri | 212.831
2024-10-05 17:59:11 | Marcos Costa | Haas | 212.832
2024-10-05 11:13:19 | Fernando Silva | Ferrari | 212.834
2024-10-05 14:27:15 | Carlos Andrade | Haas | 212.842
2024-10-05 18:04:19 | José Ferreira | Aston Martin | 212.842
2024-10-05 17:46:22 | José Ferreira | Haas | 212.845
2024-10-05 17:51:29 | Carlos Andrade | Red Bull Racing | 212.847
2024-10-05 15:20:03 | Thiago Mendes | Alpine | 212.85
2024-10-05 17:44:52 | Fernando Silva | Haas | 212.854
2024-10-05 18:30:48 | Marcos Costa | Alfa Romeo | 212.857
2024-10-05 12:16:56 | Gabriel Souza | Alfa Romeo | 212.86
2024-10-05 17:08:40 | Felipe Barbosa | Haas | 212.861
2024-10-05 15:25:48 | Fernando Silva | Haas | 212.862
2024-10-05 15:40:55 | Pedro Oliveira | McLaren | 212.866
2024-10-05 16:39:29 | Gabriel Souza | Alpine | 212.867
2024-10-05 12:34:36 | Lucas Silva | Williams | 212.872
2024-10-05 13:14:27 | Leonardo Almeida | Alfa Romeo | 212.873
2024-10-05 10:45:55 | Fernando Silva | Ferrari | 212.876
2024-10-05 17:47:44 | Gabriel Souza | Alpine | 212.877
2024-10-05 18:59:31 | Lucas Silva | Alpine | 212.877
2024-10-05 11:42:12 | Carlos Andrade | Alfa Romeo | 212.881
2024-10-05 18:46:04 | Pedro Oliveira | McLaren | 212.882
2024-10-05 18:12:22 | Marcos Costa | Mercedes | 212.883
2024-10-05 12:58:28 | Fernando Silva | Williams | 212.885
2024-10-05 13:15:25 | Carlos Andrade | Alfa Romeo | 212.887
2024-10-05 17:05:05 | Fernando Silva | Red Bull Racing | 212.889
2024-10-05 18:49:42 | Pedro Oliveira | Ferrari | 212.895
2024-10-05 15:39:25 | Lucas Silva | AlphaTauri | 212.897
2024-10-05 18:57:12 | Gabriel Souza | AlphaTauri | 212.9
2024-10-05 13:51:24 | Pedro Oliveira | Mercedes | 212.904
2024-10-05 14:45:14 | Fernando Silva | Williams | 212.912
2024-10-05 15:32:47 | Marcos Costa | Alfa Romeo | 212.913
2024-10-05 14:35:10 | José Ferreira | Mercedes | 212.917
2024-10-05 15:40:59 | Marcos Costa | Aston Martin | 212.918
2024-10-05 13:25:09 | Marcos Costa | AlphaTauri | 212.919
2024-10-05 18:05:42 | Carlos Andrade | McLaren | 212.921
2024-10-05 13:07:56 | Fernando Silva | Alfa Romeo | 212.921
2024-10-05 10:53:40 | Gabriel Souza | Williams | 212.924
2024-10-05 14:19:49 | Marcos Costa | McLaren | 212.925
2024-10-05 14:42:47 | Thiago Mendes | Alfa Romeo | 212.926
2024-10-05 10:40:05 | Felipe Barbosa | Alpine | 212.929
2024-10-05 15:52:52 | Vinícius Pereira | Mercedes | 212.931
2024-10-05 13:58:10 | Thiago Mendes | Alfa Romeo | 212.933
2024-10-05 16:33:26 | Leonardo Almeida | Aston Martin | 212.934
2024-10-05 16:27:31 | Carlos Andrade | AlphaTauri | 212.935
2024-10-05 15:50:39 | José Ferreira | Alfa Romeo | 212.935
2024-10-05 15:24:32 | Vinícius Pereira | Alpine | 212.936
2024-10-05 13:08:41 | José Ferreira | Mercedes | 212.939
2024-10-05 14:51:38 | Marcos Costa | Alfa Romeo | 212.94
2024-10-05 11:21:28 | José Ferreira | Williams | 212.942
2024-10-05 12:23:08 | Fernando Silva | Haas | 212.943
2024-10-05 13:58:42 | Vinícius Pereira | Red Bull Racing | 212.949
2024-10-05 10:03:24 | Vinícius Pereira | Ferrari | 212.95
2024-10-05 16:50:31 | Felipe Barbosa | Aston Martin | 212.952
2024-10-05 14:08:26 | Lucas Silva | Williams | 212.953
2024-10-05 11:06:49 | José Ferreira | Alfa Romeo | 212.958
2024-10-05 14:51:24 | Marcos Costa | Aston Martin | 212.958
2024-10-05 10:40:02 | Gabriel Souza | Williams | 212.959
2024-10-05 16:40:01 | Leonardo Almeida | AlphaTauri | 212.961
2024-10-05 12:02:58 | Carlos Andrade | Ferrari | 212.968
2024-10-05 15:25:56 | Pedro Oliveira | AlphaTauri | 212.973
2024-10-05 11:17:29 | Leonardo Almeida | Red Bull Racing | 212.974
2024-10-05 11:03:45 | Felipe Barbosa | Williams | 212.976
2024-10-05 14:15:50 | Felipe Barbosa | Red Bull Racing | 212.977
2024-10-05 10:01:52 | José Ferreira | Ferrari | 212.978
2024-10-05 17:49:18 | José Ferreira | Haas | 212.979
2024-10-05 13:08:05 | Vinícius Pereira | Williams | 212.987
2024-10-05 17:17:14 | Marcos Costa | AlphaTauri | 212.989
2024-10-05 16:08:20 | Vinícius Pereira | Red Bull Racing | 212.99
2024-10-05 17:03:15 | Marcos Costa | Alfa Romeo | 212.993
2024-10-05 17:04:17 | Carlos Andrade | Aston Martin | 212.996
2024-10-05 13:31:43 | Carlos Andrade | Alfa Romeo | 212.999
2024-10-05 14:15:00 | Fernando Silva | Williams | 213.101
2024-10-05 12:58:03 | José Ferreira | Haas | 213.102
2024-10-05 18:18:45 | Pedro Oliveira | Williams | 213.103
2024-10-05 15:55:51 | Fernando Silva | Williams | 213.104
2024-10-05 12:53:08 | Leonardo Almeida | Alpine | 213.105
2024-10-05 18:07:28 | Rafael Rocha | Alfa Romeo | 213.107
2024-10-05 17:57:56 | Pedro Oliveira | Alfa Romeo | 213.112
2024-10-05 12:23:25 | Felipe Barbosa | Alfa Romeo | 213.113
2024-10-05 14:41:47 | Fernando Silva | Mercedes | 213.115
2024-10-05 15:52:39 | Lucas Silva | Mercedes | 213.117
2024-10-05 11:06:23 | Carlos Andrade | Haas | 213.118
2024-10-05 16:59:15 | José Ferreira | Alfa Romeo | 213.12
2024-10-05 17:46:25 | Fernando Silva | McLaren | 213.121
2024-10-05 14:57:38 | Leonardo Almeida | Ferrari | 213.121
2024-10-05 14:46:24 | Marcos Costa | AlphaTauri | 213.127
2024-10-05 13:33:06 | Pedro Oliveira | Red Bull Racing | 213.13
2024-10-05 14:46:27 | Pedro Oliveira | Alpine | 213.133
2024-10-05 14:21:32 | Carlos Andrade | Red Bull Racing | 213.134
2024-10-05 16:38:54 | Rafael Rocha | Williams | 213.137
2024-10-05 18:05:48 | Fernando Silva | McLaren | 213.138
2024-10-05 11:46:54 | Thiago Mendes | Ferrari | 213.138
2024-10-05 16:37:57 | Fernando Silva | Alfa Romeo | 213.141
2024-10-05 16:31:56 | Thiago Mendes | Haas | 213.145
2024-10-05 14:56:13 | Leonardo Almeida | Ferrari | 213.148
2024-10-05 10:30:10 | Lucas Silva | Ferrari | 213.148
2024-10-05 16:58:06 | Lucas Silva | Ferrari | 213.15
2024-10-05 11:54:55 | Vinícius Pereira | Ferrari | 213.156
2024-10-05 15:25:04 | Leonardo Almeida | Alfa Romeo | 213.159
2024-10-05 17:20:34 | Pedro Oliveira | Aston Martin | 213.16
2024-10-05 14:06:56 | Vinícius Pereira | AlphaTauri | 213.16
2024-10-05 12:10:47 | Gabriel Souza | Mercedes | 213.161
2024-10-05 10:21:55 | Marcos Costa | Williams | 213.161
2024-10-05 14:09:44 | Fernando Silva | Haas | 213.162
2024-10-05 10:15:50 | Lucas Silva | AlphaTauri | 213.163
2024-10-05 18:04:42 | Felipe Barbosa | Haas | 213.165
2024-10-05 17:43:04 | Thiago Mendes | Williams | 213.165
2024-10-05 12:46:02 | Felipe Barbosa | Mercedes | 213.166
2024-10-05 14:33:42 | Thiago Mendes | Haas | 213.166
2024-10-05 11:20:38 | Thiago Mendes | McLaren | 213.167
2024-10-05 15:30:10 | Fernando Silva | Alfa Romeo | 213.169
2024-10-05 13:05:30 | Gabriel Souza | Red Bull Racing | 213.17
2024-10-05 18:33:01 | Rafael Rocha | Red Bull Racing | 213.171
2024-10-05 18:46:47 | Thiago Mendes | AlphaTauri | 213.173
2024-10-05 12:37:43 | Leonardo Almeida | AlphaTauri | 213.174
2024-10-05 16:45:41 | Felipe Barbosa | Aston Martin | 213.178
2024-10-05 14:52:14 | Marcos Costa | Mercedes | 213.179
2024-10-05 11:48:31 | Lucas Silva | Alfa Romeo | 213.185
2024-10-05 11:04:34 | Fernando Silva | Aston Martin | 213.189
2024-10-05 12:44:32 | Pedro Oliveira | Ferrari | 213.189
2024-10-05 18:51:37 | Felipe Barbosa | Ferrari | 213.192
2024-10-05 17:35:36 | Rafael Rocha | Red Bull Racing | 213.194
2024-10-05 17:11:15 | José Ferreira | Aston Martin | 213.196
2024-10-05 15:27:01 | Lucas Silva | Aston Martin | 213.196
2024-10-05 14:22:36 | Pedro Oliveira | Red Bull Racing | 213.197
2024-10-05 13:14:22 | Thiago Mendes | Red Bull Racing | 213.199
2024-10-05 17:16:12 | José Ferreira | AlphaTauri | 213.202
2024-10-05 18:25:37 | Rafael Rocha | Alfa Romeo | 213.204
2024-10-05 13:25:34 | Thiago Mendes | Ferrari | 213.204
2024-10-05 18:14:08 | José Ferreira | Aston Martin | 213.205
2024-10-05 15:25:22 | Felipe Barbosa | Red Bull Racing | 213.206
2024-10-05 18:24:43 | José Ferreira | AlphaTauri | 213.211
2024-10-05 17:19:27 | Lucas Silva | Williams | 213.214
2024-10-05 17:10:15 | Pedro Oliveira | Haas | 213.214
2024-10-05 15:07:11 | Felipe Barbosa | Alpine | 213.215
2024-10-05 11:42:14 | Rafael Rocha | McLaren | 213.215
2024-10-05 13:31:23 | Vinícius Pereira | Alpine | 213.216
2024-10-05 12:25:56 | Rafael Rocha | Alfa Romeo | 213.217
2024-10-05 11:11:36 | Fernando Silva | Aston Martin | 213.218
2024-10-05 12:21:42 | Vinícius Pereira | Red Bull Racing | 213.219
2024-10-05 17:33:48 | Lucas Silva | Alfa Romeo | 213.222
2024-10-05 17:28:28 | Leonardo Almeida | Aston Martin | 213.223
2024-10-05 10:10:58 | José Ferreira | Aston Martin | 213.224
2024-10-05 15:31:18 | Gabriel Souza | McLaren | 213.231
2024-10-05 18:26:59 | Fernando Silva | McLaren | 213.232
2024-10-05 11:28:04 | Marcos Costa | McLaren | 213.237
2024-10-05 16:42:47 | Marcos Costa | Ferrari | 213.239
2024-10-05 10:04:47 | Felipe Barbosa | Williams | 213.241
2024-10-05 15:01:13 | Vinícius Pereira | Ferrari | 213.25
2024-10-05 13:34:03 | Marcos Costa | Red Bull Racing | 213.253
2024-10-05 18:57:49 | Vinícius Pereira | Haas | 213.257
2024-10-05 17:09:06 | Marcos Costa | Haas | 213.258
2024-10-05 11:07:07 | Fernando Silva | Ferrari | 213.259
2024-10-05 12:30:37 | Pedro Oliveira | Red Bull Racing | 213.263
2024-10-05 17:12:36 | Rafael Rocha | Williams | 213.263
2024-10-05 16:42:23 | Felipe Barbosa | Ferrari | 213.264
2024-10-05 15:56:38 | Carlos Andrade | AlphaTauri | 213.269
2024-10-05 10:27:51 | Gabriel Souza | Ferrari | 213.269
2024-10-05 13:49:41 | José Ferreira | Williams | 213.271
2024-10-05 12:43:31 | Pedro Oliveira | Haas | 213.274
2024-10-05 13:45:10 | Leonardo Almeida | Aston Martin | 213.276
2024-10-05 15:35:52 | Marcos Costa | Alpine | 213.277
2024-10-05 18:40:13 | José Ferreira | Alfa Romeo | 213.279
2024-10-05 18:14:56 | Thiago Mendes | AlphaTauri | 213.28
2024-10-05 12:33:46 | José Ferreira | Aston Martin | 213.282
2024-10-05 10:05:56 | Fernando Silva | Alpine | 213.285
2024-10-05 18:32:37 | Leonardo Almeida | Alpine | 213.286
2024-10-05 14:54:44 | Lucas Silva | AlphaTauri | 213.294
2024-10-05 10:27:34 | Felipe Barbosa | Mercedes | 213.296
2024-10-05 14:02:35 | Gabriel Souza | Mercedes | 213.299
2024-10-05 13:50:38 | Rafael Rocha | Williams | 213.299
2024-10-05 16:22:22 | Pedro Oliveira | Alpine | 213.302
2024-10-05 10:54:48 | Gabriel Souza | Ferrari | 213.303
2024-10-05 17:46:31 | Carlos Andrade | Williams | 213.306
2024-10-05 10:51:31 | Gabriel Souza | Aston Martin | 213.308
2024-10-05 11:10:42 | Gabriel Souza | Alpine | 213.309
2024-10-05 11:13:28 | José Ferreira | Ferrari | 213.309
2024-10-05 12:17:51 | Carlos Andrade | Haas | 213.314
2024-10-05 11:57:56 | Thiago Mendes | Williams | 213.314
2024-10-05 13:53:42 | Vinícius Pereira | Ferrari | 213.317
2024-10-05 18:31:47 | Fernando Silva | Aston Martin | 213.322
2024-10-05 12:26:51 | Felipe Barbosa | Haas | 213.323
2024-10-05 10:56:05 | Felipe Barbosa | McLaren | 213.323
2024-10-05 12:25:53 | Marcos Costa | Alfa Romeo | 213.326
2024-10-05 17:15:36 | Pedro Oliveira | McLaren | 213.326
2024-10-05 18:03:39 | Carlos Andrade | AlphaTauri | 213.327
2024-10-05 14:16:59 | Fernando Silva | Alpine | 213.327
2024-10-05 16:56:01 | Felipe Barbosa | AlphaTauri | 213.33
2024-10-05 11:43:21 | Rafael Rocha | Haas | 213.331
2024-10-05 13:36:09 | José Ferreira | Haas | 213.334
2024-10-05 14:58:47 | Rafael Rocha | Mercedes | 213.336
2024-10-05 15:36:28 | Gabriel Souza | Alpine | 213.342
2024-10-05 15:09:34 | Carlos Andrade | Alfa Romeo | 213.345
2024-10-05 13:10:43 | Rafael Rocha | AlphaTauri | 213.351
2024-10-05 12:20:26 | Felipe Barbosa | Haas | 213.353
2024-10-05 16:16:00 | Lucas Silva | Alpine | 213.354
2024-10-05 11:45:48 | Rafael Rocha | AlphaTauri | 213.355
2024-10-05 14:29:24 | Carlos Andrade | Mercedes | 213.356
2024-10-05 16:18:25 | Leonardo Almeida | Red Bull Racing | 213.356
2024-10-05 11:32:13 | Thiago Mendes | Aston Martin | 213.359
2024-10-05 16:18:54 | José Ferreira | Ferrari | 213.36
2024-10-05 11:51:42 | Felipe Barbosa | Williams | 213.363
2024-10-05 18:39:45 | Marcos Costa | AlphaTauri | 213.367
2024-10-05 17:33:08 | Rafael Rocha | McLaren | 213.369
2024-10-05 15:02:04 | Rafael Rocha | Haas | 213.371
2024-10-05 16:25:25 | Leonardo Almeida | AlphaTauri | 213.373
2024-10-05 11:16:04 | Carlos Andrade | Haas | 213.375
2024-10-05 13:12:44 | Carlos Andrade | Red Bull Racing | 213.376
2024-10-05 16:30:46 | Lucas Silva | Alfa Romeo | 213.378
2024-10-05 12:13:31 | Thiago Mendes | Red Bull Racing | 213.381
2024-10-05 12:40:09 | Fernando Silva | Red Bull Racing | 213.382
2024-10-05 18:39:06 | Felipe Barbosa | McLaren | 213.386
2024-10-05 14:12:38 | Leonardo Almeida | McLaren | 213.387
2024-10-05 10:39:10 | Rafael Rocha | Alfa Romeo | 213.387
2024-10-05 16:49:37 | Marcos Costa | Mercedes | 213.398
2024-10-05 14:29:31 | Thiago Mendes | Alfa Romeo | 213.398
2024-10-05 10:43:53 | Fernando Silva | Ferrari | 213.4
2024-10-05 18:24:01 | José Ferreira | Ferrari | 213.4
2024-10-05 14:57:11 | Lucas Silva | AlphaTauri | 213.401
2024-10-05 11:49:44 | Vinícius Pereira | Aston Martin | 213.401
2024-10-05 11:04:58 | Lucas Silva | AlphaTauri | 213.403
2024-10-05 14:50:13 | Carlos Andrade | Mercedes | 213.405
2024-10-05 12:15:27 | Pedro Oliveira | Mercedes | 213.41
2024-10-05 11:22:11 | Lucas Silva | Alpine | 213.415
2024-10-05 14:38:43 | José Ferreira | Williams | 213.417
2024-10-05 14:20:42 | Leonardo Almeida | Red Bull Racing | 213.419
2024-10-05 18:29:04 | Carlos Andrade | Red Bull Racing | 213.421
2024-10-05 13:12:53 | Pedro Oliveira | McLaren | 213.421
2024-10-05 10:01:11 | Felipe Barbosa | McLaren | 213.424
2024-10-05 10:14:36 | Felipe Barbosa | Aston Martin | 213.424
2024-10-05 11:36:27 | Felipe Barbosa | Ferrari | 213.425
2024-10-05 12:34:58 | Felipe Barbosa | Red Bull Racing | 213.431
2024-10-05 15:25:08 | Gabriel Souza | Alpine | 213.435
2024-10-05 12:42:42 | Vinícius Pereira | Ferrari | 213.44
2024-10-05 16:41:37 | Felipe Barbosa | McLaren | 213.442
2024-10-05 11:06:46 | Vinícius Pereira | Aston Martin | 213.442
2024-10-05 14:00:53 | José Ferreira | Alpine | 213.444
2024-10-05 18:39:40 | Fernando Silva | AlphaTauri | 213.445
2024-10-05 14:53:56 | Pedro Oliveira | Alpine | 213.445
2024-10-05 16:15:36 | Leonardo Almeida | Ferrari | 213.447
2024-10-05 11:21:50 | José Ferreira | Ferrari | 213.448
2024-10-05 11:07:59 | José Ferreira | Red Bull Racing | 213.456
2024-10-05 15:54:12 | Lucas Silva | Alfa Romeo | 213.457
2024-10-05 16:20:07 | Rafael Rocha | AlphaTauri | 213.457
2024-10-05 10:38:42 | Felipe Barbosa | Alfa Romeo | 213.461
2024-10-05 11:57:12 | Fernando Silva | Mercedes | 213.464
2024-10-05 17:36:52 | José Ferreira | Red Bull Racing | 213.466
2024-10-05 10:04:33 | Rafael Rocha | McLaren | 213.466
2024-10-05 14:15:41 | Vinícius Pereira | Red Bull Racing | 213.467
2024-10-05 16:05:10 | Carlos Andrade | Red Bull Racing | 213.468
2024-10-05 17:04:47 | José Ferreira | Ferrari | 213.468
2024-10-05 10:42:58 | Thiago Mendes | Alfa Romeo | 213.472
2024-10-05 12:14:33 | Carlos Andrade | Red Bull Racing | 213.479
2024-10-05 11:34:37 | Vinícius Pereira | Mercedes | 213.479
2024-10-05 15:41:57 | Carlos Andrade | Mercedes | 213.481
2024-10-05 14:21:49 | Marcos Costa | Red Bull Racing | 213.481
2024-10-05 16:04:09 | Vinícius Pereira | Williams | 213.481
2024-10-05 10:17:33 | Thiago Mendes | Alfa Romeo | 213.483
2024-10-05 14:32:32 | Fernando Silva | AlphaTauri | 213.486
2024-10-05 18:04:58 | Vinícius Pereira | Alfa Romeo | 213.487
2024-10-05 12:54:58 | Pedro Oliveira | Red Bull Racing | 213.489
2024-10-05 11:18:10 | Fernando Silva | AlphaTauri | 213.495
2024-10-05 13:46:23 | José Ferreira | Alfa Romeo | 213.499
2024-10-05 14:18:07 | Fernando Silva | McLaren | 213.503
2024-10-05 14:05:19 | José Ferreira | Red Bull Racing | 213.503
2024-10-05 14:30:51 | Rafael Rocha | Alfa Romeo | 213.504
2024-10-05 10:55:10 | Felipe Barbosa | Alpine | 213.505
2024-10-05 14:22:42 | Vinícius Pereira | Alfa Romeo | 213.506
2024-10-05 18:18:10 | Carlos Andrade | Alpine | 213.51
2024-10-05 14:11:36 | Pedro Oliveira | AlphaTauri | 213.513
2024-10-05 10:52:42 | Rafael Rocha | Aston Martin | 213.513
2024-10-05 13:10:13 | Lucas Silva | Aston Martin | 213.516
2024-10-05 14:57:12 | Carlos Andrade | Mercedes | 213.517
2024-10-05 18:02:19 | José Ferreira | AlphaTauri | 213.517
2024-10-05 16:28:16 | Rafael Rocha | McLaren | 213.52
2024-10-05 15:04:01 | Rafael Rocha | Haas | 213.52
2024-10-05 11:41:30 | Leonardo Almeida | Alfa Romeo | 213.521
2024-10-05 11:07:46 | Pedro Oliveira | Aston Martin | 213.521
2024-10-05 14:56:21 | Fernando Silva | Mercedes | 213.522
2024-10-05 13:38:46 | Gabriel Souza | McLaren | 213.522
2024-10-05 15:12:55 | Vinícius Pereira | Alpine | 213.522
2024-10-05 12:30:42 | Carlos Andrade | Williams | 213.523
2024-10-05 14:44:09 | Felipe Barbosa | Haas | 213.524
2024-10-05 16:01:26 | José Ferreira | Aston Martin | 213.524
2024-10-05 17:55:59 | Vinícius Pereira | Alpine | 213.525
2024-10-05 15:34:32 | Leonardo Almeida | AlphaTauri | 213.528
2024-10-05 13:11:22 | Rafael Rocha | Mercedes | 213.53
2024-10-05 15:26:34 | Carlos Andrade | Red Bull Racing | 213.532
2024-10-05 11:22:10 | Thiago Mendes | Alpine | 213.534
2024-10-05 18:45:35 | Fernando Silva | AlphaTauri | 213.535
2024-10-05 11:37:04 | Thiago Mendes | Aston Martin | 213.54
2024-10-05 12:09:44 | José Ferreira | Alfa Romeo | 213.541
2024-10-05 10:54:19 | José Ferreira | Williams | 213.541
2024-10-05 18:02:10 | José Ferreira | Aston Martin | 213.541
2024-10-05 10:33:53 | Fernando Silva | Haas | 213.543
2024-10-05 10:17:08 | Pedro Oliveira | Ferrari | 213.543
2024-10-05 13:08:33 | Rafael Rocha | Mercedes | 213.543
2024-10-05 11:33:51 | Marcos Costa | Ferrari | 213.545
2024-10-05 11:22:34 | Fernando Silva | Alfa Romeo | 213.55
2024-10-05 12:00:33 | Felipe Barbosa | Ferrari | 213.553
2024-10-05 16:46:30 | José Ferreira | Mercedes | 213.554
2024-10-05 14:10:56 | Fernando Silva | AlphaTauri | 213.555
2024-10-05 15:30:53 | Lucas Silva | AlphaTauri | 213.557
2024-10-05 12:03:10 | Pedro Oliveira | AlphaTauri | 213.557
2024-10-05 16:56:51 | Pedro Oliveira | AlphaTauri | 213.558
2024-10-05 17:36:58 | Gabriel Souza | Mercedes | 213.559
2024-10-05 13:52:31 | Marcos Costa | McLaren | 213.56
2024-10-05 17:15:41 | Fernando Silva | McLaren | 213.561
2024-10-05 14:46:47 | Rafael Rocha | Alfa Romeo | 213.561
2024-10-05 11:59:47 | Rafael Rocha | Mercedes | 213.563
2024-10-05 15:33:53 | Gabriel Souza | AlphaTauri | 213.564
2024-10-05 17:30:46 | Lucas Silva | Haas | 213.566
2024-10-05 10:00:53 | Felipe Barbosa | McLaren | 213.569
2024-10-05 14:03:03 | Fernando Silva | Williams | 213.569
2024-10-05 14:03:40 | Marcos Costa | Williams | 213.572
2024-10-05 18:58:41 | Fernando Silva | Mercedes | 213.573
2024-10-05 18:43:41 | Felipe Barbosa | Red Bull Racing | 213.575
2024-10-05 12:55:23 | Felipe Barbosa | Mercedes | 213.576
2024-10-05 18:25:41 | Marcos Costa | McLaren | 213.576
